bebas	bebas
berobatnya	ber obat nya
akuntabilitas	akuntabilitas
gejalanya	gejala nya
profil	profil
pelayarannya	pen layar an nya
menembakkan	men tembak kan
citranya	citra nya
antar	antar
renungkan	renung kan
personelnya	personel nya
manja	manja
maaf	maaf
musuh	musuh
terkoordinir	ter koordinir
berfikir	ber fikir
diberitahu	di beritahu
rombongan	rombong an
tabah	tabah
sekuler	sekuler
filosofi	filosofi
suasana	suasana
menerkam	men terkam
dihadirkan	di hadir kan
direvisi	di revisi
memformulasikan	men formulasi kan
terselubung	ter selubung
besarnya	besar nya
merusak	men rusak
selaras	selaras
mengoreksi	men koreksi
sertifikasi	sertifikasi
tampak	tampak
maksud	maksud
mengulas	men ulas
tuaku	tua aku
naturnya	natur nya
tampilan	tampil an
1950an	1950 an
cemas	cemas
menyederhanakan	men sederhana kan
buka	buka
memperkenalkan	men kenal kan
dihadapi	di hadap i
pribadinya	pribadi nya
monitor	monitor
saudaraku	saudara aku
perjudian	per judi an
pengurusan	pen urus an
bangga	bangga
ketidakpahaman	ke tidak paham an
jengkel	jengkel
sedekahmu	sedekah mu
tengkorak	tengkorak
maknanya	makna nya
bapamu	bapa mu
nampaknya	nampak nya
menaikan	men tai kan
azas	azas
diinstruksikan	di instruksi kan
transmisi	transmisi
fasilitasnya	fasilitas nya
istrinya	istri nya
pai	pai
perburuan	per buru an
dikerahkan	di kerah kan
terserap	ter serap
pasarnya	pasar nya
gejala	gejala
komisi	komisi
mengajukannya	men aju kan nya
diunggah	di unggah
ketidakpuasan	ke tidak puas an
pembebasan	pen bebas an
ungkapkan	ungkap kan
udang	udang
ayatnya	ayat nya
teritorial	teritorial
berani	berani
rumitnya	rumit nya
tutup	tutup
sinar	sinar
disiapkannya	di siap kan nya
tunggakannya	tunggak an nya
cucunya	cucu nya
tiket	tiket
menikah	men nikah
reka	reka
selengkap	se lengkap
delegasi	delegasi
dihitung	di hitung
tuanmu	tuan mu
diartikan	di arti kan
sebenarnya	se benar nya
mengaudit	men audit
dipastikan	di pasti kan
pengeringan	pen kering an
kaku	kaku
dibersihkan	di bersih kan
dinamakan	di nama kan
kupon	kupon
berdosa	ber dosa
membutuhkan	men butuh kan
nonmuslim	nonmuslim
pilihannya	pilih an nya
digenggam	di genggam
pembaru	pen baru
sepucuk	se pucuk
mengalokasi	men alokasi
respons	respons
diperdakan	di perda kan
berpotensi	ber potensi
tantangannya	tantang an nya
pakaian	pakai an
kupercaya	ku percaya
mereduksi	men reduksi
aturannya	atur an nya
pewahyuan	pen wahyu an
logis	logis
kelanjutannya	ke lanjut an nya
bangsa	bangsa
perceraian	per cerai an
plastiknya	plastik nya
diselaraskan	di selaras kan
pakan	pakan
jeratan	jerat an
pasca	pasca
mengkonsumsi	men konsumsi
pemusik	pen musik
antusiasme	antusiasme
dihasilkannya	di hasil kan nya
lembah	lembah
truk	truk
kebalikan	ke balik an
kenalan	kenal an
berpikir	ber pikir
terdaftar	ter daftar
pertanahan	per tanah an
capaiannya	capai an nya
diciptakan	di cipta kan
timbangannya	timbang an nya
persen	persen
pertunangan	per tunang an
direnovasi	di renovasi
diakuinya	di aku i nya
obligasi	obligasi
bumbu	bumbu
pencukur	pen cukur
dirindukan	di rindu kan
menghasilkan	men hasil kan
sederajat	se derajat
profesional	profesional
angin	angin
terpinggirkan	ter pinggir kan
kebungkaman	ke bungkam an
pertalian	per tali an
mikrofon	mikrofon
interupsi	interupsi
melaut	men laut
bertumpuk	ber tumpuk
kuantitas	kuantitas
hantam	hantam
pengabdian	pen abdi an
dimuliakan	di mulia kan
hanyut	hanyut
publikasi	publikasi
pengkoordinasian	pen koordinasi an
resep	resep
menggolkan	men gol kan
membalas	men balas
diperlukan	di perlu kan
diyakinkan	di yakin kan
penanggulangan	pen tanggulang an
disamping	di samping
menimbun	men timbun
amanat	amanat
min	min
diperoleh	di peroleh
dikhotbahkan	di khotbah kan
konseptual	konseptual
dilemparkan	di lempar kan
menunjukkannya	men tunjuk kan nya
ketidakakuratan	ke tidak akurat an
absah	absah
ampas	ampas
jumpa	jumpa
mengikrarkan	men ikrar kan
dadaku	dada aku
bermerk	ber merk
personal	personal
ramalannya	ramal an nya
minumannya	minum an nya
jahe	jahe
terbentuk	ter bentuk
wahyu	wahyu
diputuskan	di putus kan
mengomentari	men komentar i
benua	benua
ajak	ajak
mengejar	men kejar
pemilahan	pen pilah an
diadakan	di ada kan
bersejarah	ber sejarah
jelas	jelas
minta	minta
perdesaan	per desa an
renovasinya	renovasi nya
lilin	lilin
mencarinya	men cari nya
menganjurkan	men anjur kan
gunting	gunting
berselisih	ber selisih
polusi	polusi
sebetulnya	se betul nya
penghinaan	pen hina an
kisah	kisah
antarpengurus	antar pen urus
konflik	konflik
pertengkaran	per tengkar an
menjanjikan	men janji kan
suku	suku
berbagi	ber bagi
disusun	di susun
kuil	kuil
nonkayu	non kayu
dibacakan	di baca kan
menghiraukan	men hirau kan
anggukan	angguk an
zona	zona
rekapitulasi	rekapitulasi
sendirinya	sendiri nya
perlukan	perlu kan
mendengar	men dengar
elemen	elemen
mahal	mahal
konotasi	konotasi
disatukan	di satu kan
sebaik	se baik
bersalah	ber salah
mengemban	men emban
melibatkan	men libat kan
menguat	men kuat
debitur	debitur
mahasiswa	mahasiswa
tingginya	tinggi nya
tenaganya	tenaga nya
pakaiannya	pakai an nya
terobosan	terobos an
normal	normal
mengasumsikan	men asumsi kan
persampahan	per sampah an
padat	padat
penempatan	pen tempat an
terbaru	ter baru
bersorak	ber sorak
serendah	se rendah
memancingnya	men pancing nya
distribusi	distribusi
sasaran	sasar an
menggembalakan	men gembala kan
menyetir	men setir
diperberat	di per berat
akademi	akademi
pengarung	pen karung
permainan	per main an
penjelajah	pen jelajah
nyonya	nyonya
berjudul	ber judul
adanya	ada nya
perampok	pen rampok
mengasingkan	men asing kan
persekolahan	per sekolah an
detail	detail
dingin	dingin
pertanian	per tani an
keluhannya	keluh an nya
jantungnya	jantung nya
kontroversi	kontroversi
obatnya	obat nya
memeluknya	men peluk nya
artikelnya	artikel nya
penyembuhan	pen sembuh an
majalah	majalah
cuma	cuma
ditekan	di tekan
gigitan	gigit an
mendoakannya	men doa kan nya
subjektivitas	subjektivitas
membanggakan	men bangga kan
modifikasi	modifikasi
bisikan	bisik an
kategori	kategori
dikuduskan	di kudus kan
hutang	hutang
bergirang	ber girang
ubi	ubi
saing	saing
petisi	petisi
berwarna	ber warna
akasia	akasia
material	material
rupanya	rupa nya
penyegelan	pen segel an
katalog	katalog
dilempar	di lempar
diwakilkan	di wakil kan
tuntutan	tuntut an
cepatnya	cepat nya
membahas	men bahas
terkalahkan	terkalahkan
dicirikan	di ciri kan
memikat	men pikat
antartingkatan	antar tingkat an
stres	stres
berganti	ber ganti
dicari	di cari
berbiaya	ber biaya
mentargetkan	men target kan
bergelar	ber gelar
mahkamah	mahkamah
minoritas	minoritas
kedudukannya	ke duduk an nya
kesudahan	ke sudah an
mengurutkan	men urut kan
ditjen	ditjen
adikku	adik ku
budi	budi
terpencil	terpencil
tergenang	ter genang
seminggu	se minggu
berperan	ber peran
intensitas	intensitas
mobilnya	mobil nya
tambang	tambang
puncak	puncak
mempertahankan	men tahan kan
moyang	moyang
keluhan	keluh an
diwajibkan	di wajib kan
jalurnya	jalur nya
memerintahkan	men perintah kan
kamp	kamp
pernyataan	per nyata an
penggabungan	pen gabung an
jamuan	jamu an
baru	baru
dikoleksi	di koleksi
membawakan	men bawa kan
galak	galak
alur	alur
keharusan	ke harus an
terpentingnya	ter penting nya
salinan	salin an
cangkir	cangkir
memperjuangkan	men juang kan
bergantung	ber gantung
ketidakpuasannya	ke tidak puas an nya
diinterogasi	di interogasi
memegangnya	men pegang nya
menggelitik	men gelitik
menganugerahkan	men anugerah kan
berkewajiban	ber ke wajib an
utusannya	utus an nya
serius	serius
penyiangan	pen siang an
pembayarannya	pen bayar an nya
memperbincangkan	men bincang kan
ringkasan	ringkas an
bersukacita	ber sukacita
adil	adil
tinggal	tinggal
bangsawan	bangsa wan
ditabung	di tabung
entitas	entitas
penargetannya	pen target an nya
kanwil	kanwil
terjalinnya	ter jalin nya
efektivitas	efektivitas
disimpan	di simpan
ketidakseragaman	ke tidak seragam an
ukuran	ukur an
menimpa	men timpa
diaksesnya	di akses nya
menempatkan	men tempat kan
penetapannya	pen tetap an nya
hutan	hutan
rajaku	raja aku
terinspirasi	ter inspirasi
didengungkan	di dengung kan
menyeberang	men seberang
bintang	bintang
informan	informan
fakta	fakta
menentukan	men tentu kan
kadaluarsa	kadaluarsa
persiapannya	per siap an nya
cangkang	cangkang
menyepakatinya	men sepakat i nya
menonjol	men tonjol
gratis	gratis
getah	getah
bubungan	bubung an
memancing	men pancing
ajuan	aju an
yakub	yakub
dirusak	di rusak
sahabatku	sahabat ku
dikuatirkan	di kuatir kan
penyelaras	pen selaras
parfum	parfum
membebankan	men beban kan
piring	piring
napasnya	napas nya
dukanya	duka nya
menyebar	men sebar
masjid	masjid
misalnya	misal nya
penarikan	pen tarik an
menyingkirkan	men singkir kan
adakan	ada kan
empuk	empuk
melihat	men lihat
bola	bola
termin	ter min
meningkatkan	men tingkat kan
cina	cina
memenuhinya	men penuh i nya
menaklukkan	men takluk kan
takluk	takluk
tinggi	tinggi
bapanya	bapa nya
ajaran	ajar an
disahkannya	di sah kan nya
foto	foto
terakreditasi	ter akreditasi
komersialnya	komersial nya
produksinya	produksi nya
cek	cek
artian	arti an
kafein	kafein
penyerbuan	pen serbu an
bahagiaku	bahagia aku
tari	tari
smp	smp
wacana	wacana
konteksnya	konteks nya
terawat	ter rawat
ditoleransi	di toleransi
pendetanya	pendeta nya
pemanis	pen manis
sabuk	sabuk
akhir	akhir
tersayat	ter sayat
timbal	timbal
klarifikasi	klarifikasi
dilanjutkan	di lanjut kan
menjajaki	men jajak i
kuajarkan	ku ajar kan
rutinitasnya	rutinitas nya
omzetnya	omzet nya
menuruni	men turun i
sebatas	se batas
memperluas	men luas
protein	protein
terganggu	ter ganggu
terhimpun	ter himpun
kucapai	ku capai
efektivitasnya	efektivitas nya
umatnya	umat nya
agama	agama
antarhasil	antar hasil
digali	di gali
pendapat	pen dapat
dialirkan	di alir kan
penimbangan	pen timbang an
terhibur	ter hibur
meringkas	men ringkas
jajaran	jajar an
keramik	keramik
diangkat	di angkat
medali	medali
jubah	jubah
mengulangnya	men ulang nya
pengaduannya	pen adu an nya
ngerinya	ngeri nya
rambutnya	rambut nya
perekonomiannya	per ekonomi an nya
mendaratkannya	men darat kan nya
mingguan	minggu an
ubin	ubin
bocor	bocor
selang	selang
diwawancarai	di wawancara i
cemburu	cemburu
validasi	validasi
antikristus	anti kristus
bergurau	ber gurau
dikelompokkan	di kelompok kan
bau	bau
klien	klien
alkohol	alkohol
diperingkat	di peringkat
diberitakannya	di berita kan nya
bawahannya	bawah an nya
dagangannya	dagang an nya
menyederhanakannya	men sederhana kan nya
terpandai	ter pandai
sumbernya	sumber nya
perancangan	pen rancang an
berfirman	ber firman
memperkuat	men kuat
nasibnya	nasib nya
penipu	pen tipu
jubahnya	jubah nya
melayu	melayu
mudanya	muda nya
terhutang	ter hutang
dihindari	di hindar i
memilikinya	men milik i nya
belokan	belok an
hargai	harga i
efisiensinya	efisiensi nya
mencukur	men cukur
kondusif	kondusif
dibahas	di bahas
dijawab	di jawab
pengembaliannya	pen kembali an nya
ditambahkannya	di tambah kan nya
renggang	renggang
degradasi	degradasi
bercela	ber cela
penangkapan	pen tangkap an
termutakhir	ter mutakhir
pembuatan	pen buat an
peneguhan	pen teguh an
ajalnya	ajal nya
disumbangkan	di sumbang kan
antarpemerintah	antar pen perintah
berserikat	ber serikat
teruskan	terus kan
kaumnya	kaum nya
psikologis	psikologis
pertanyaan	per tanya an
mengekspor	men ekspor
dilandasi	di landas i
didampingi	di damping i
maksimalnya	maksimal nya
karir	karir
penalarannya	pen nalar an nya
membesarkan	men besar kan
rekonstruksi	rekonstruksi
guna	guna
penyelesai	pen selesai
tersendat	tersendat
telepon	telepon
mengimbangi	men imbang i
sahabatnya	sahabat nya
separah	se parah
damaskus	damaskus
gerutu	gerutu
perhambaan	per hamba an
terpenting	ter penting
setahun	se tahun
penggunaannya	pen guna an nya
berlalu	ber lalu
penangkap	pen tangkap
mengumandangkan	men kumandang kan
pemerintahnya	pen perintah nya
menandakan	men tanda kan
didorong	di dorong
prevalensinya	prevalensi nya
dinyatakan	di nyata kan
didalam	di dalam
menjulang	men julang
dijatuhi	di jatuh i
menginginkannya	men ingin kan nya
darahku	darah ku
analisis	analisis
dikemukakan	di kemuka kan
ciptanya	cipta nya
menahan	men tahan
pembengkakan	pen bengkak an
bermartabat	ber martabat
pemodal	pen modal
pelamar	pen lamar
penertiban	pen tertib an
pendidikannya	pen didik an nya
berpotensial	ber potensial
jaksa	jaksa
dijahitkan	di jahit kan
bandung	bandung
administrator	administrator
penunjukkan	penunjukkan
memprosesnya	men proses nya
jarangnya	jarang nya
meluluskan	men lulus kan
aumannya	aum an nya
langit	langit
ketidakhadiran	ke tidak hadir an
temanmu	teman mu
pendamaian	pen damai an
perawatannya	pen rawat an nya
dipaksakan	di paksa kan
mencurahkan	men curah kan
percekcokan	per cekcok an
dianutnya	di anut nya
mengharapkannya	men harap kan nya
terpenjara	ter penjara
berbisik	ber bisik
gelisah	gelisah
disodorkan	di sodor kan
pegangan	pegang an
operator	operator
dikte	dikte
ekspansi	ekspansi
kelahiran	ke lahir an
ditampilkan	di tampil kan
tukang	tukang
menginjakkan	men injak kan
dihiasi	di hias i
disaat	di saat
tiba	tiba
tercemar	ter cemar
melunasi	men lunas i
berpacaran	ber pacar an
genangan	genang an
pajak	pajak
syiah	syiah
membawanya	men bawa nya
ada	ada
disesatkan	di sesat kan
berpulang	ber pulang
menyekolahkan	men sekolah kan
sapi	sapi
meluas	men luas
asam	asam
bebuyutan	bebuyutan
dikompensasikan	di kompensasi kan
dirumuskan	di rumus kan
dibiaya	di biaya
ciri	ciri
menegakkannya	men tegak kan nya
menganiaya	men aniaya
pelan	pelan
diperbuat	di per buat
keberadaan	keberadaan
angsuran	angsur an
mempertaruhkan	men taruh kan
tersedot	ter sedot
juara	juara
disemayamkan	di semayam kan
mendapati	men dapat i
pemdanya	pemda nya
manajerial	manajerial
antri	antri
perlawanan	per lawan an
aneh	aneh
dididik	di didik
berhenti	ber henti
tender	tender
dideklarasikan	di deklarasi kan
nenek	nenek
food	food
keterlibatan	ke terlibat an
tercakup	ter cakup
pagi	pagi
bersaat	ber saat
mengelompok	men kelompok
tersaji	ter saji
kudus	kudus
belakangmu	belakang mu
tundukkan	tunduk kan
antik	antik
akses	akses
menjala	men jala
meminati	men minat i
pertahanan	per tahan an
dorongan	dorong an
koalisi	koalisi
tetap	tetap
pergunungan	per gunung an
menyertifikasi	men sertifikasi
solusinya	solusi nya
penderitaan	pen derita an
dasar	dasar
dipulau	di pulau
berhadapan	ber hadap an
dituntut	di tuntut
orangtuanya	orangtua nya
akademis	akademis
mencurigai	men curiga i
belanjaan	belanja an
dikenal	di kenal
rinciannya	rinci an nya
penyimpanan	pen simpan an
menjamur	men jamur
menyarankan	men saran kan
memberi	men beri
cermat	cermat
pengikutnya	pen ikut nya
berhiaskan	ber hias kan
diperdamaikan	di per damai kan
mesjid	mesjid
berbunyi	ber bunyi
pilot	pilot
alarm	alarm
melegakan	men lega kan
keseharian	keseharian
ketidakaktifan	ke tidak aktif an
mengkoordinasikan	men koordinasi kan
faktor	faktor
literatur	literatur
syairnya	syair nya
menginstruksikan	men instruksi kan
tertunda	ter tunda
pertemanan	per teman an
mendapat	men dapat
daya	daya
berbohong	ber bohong
meningkatnya	men tingkat nya
berbahan	ber bah an
komitmennya	komitmen nya
bangkit	bangkit
mendokumentasi	men dokumentasi
lumpuh	lumpuh
persamaan	per sama an
memprediksi	men prediksi
daftarnya	daftar nya
unggulan	unggul an
volume	volume
menyimpan	men simpan
emisi	emisi
dimobilisasi	di mobilisasi
terkesan	ter kesan
rona	rona
puji	puji
penghematan	pen hemat an
akibatnya	akibat nya
beraninya	berani nya
jarimu	jari mu
terlatih	ter latih
merogoh	men rogoh
menghadirkan	men hadir kan
resolusi	resolusi
menjadi	men jadi
berpagar	ber pagar
mengasuh	men asuh
pinjam	pinjam
menggemakan	men gema kan
sukacitamu	sukacita mu
dolar	dolar
menyambutnya	men sambut nya
dipalsukan	di palsu kan
meredam	men redam
upacara	upacara
enaknya	enak nya
kelapa	kelapa
ditendang	di tendang
ditempuhnya	di tempuh nya
terkandung	ter kandung
profesionalismenya	profesionalisme nya
resepnya	resep nya
pemetikan	pen petik an
bosnya	bos nya
interpretasi	interpretasi
implikasi	implikasi
meneguhkan	men teguh kan
bulu	bulu
ditanam	di tanam
raih	raih
malaikat	malaikat
bercampur	ber campur
serangga	serangga
dianjurkan	di anjur kan
coklat	coklat
didokumentasikan	di dokumentasi kan
merekomendasi	men rekomendasi
daratnya	darat nya
akibat	akibat
invasi	invasi
penyumbang	pen sumbang
pemikir	pen pikir
sekeluarga	se keluarga
terbenam	ter benam
pemuji	pen puji
antarjenis	antar jenis
menyesuaikan	men sesuai kan
penuturan	pen tutur an
pencacahan	pen cacah an
atom	atom
lindung	lindung
cintanya	cinta nya
naiknya	naik nya
memperbolehkan	men boleh kan
aceh	aceh
menepi	men tepi
diserang	di serang
makan	makan
uap	uap
menagih	men tagih
sebanyak	se banyak
memantulkan	men pantul kan
bangsanya	bangsa nya
bunyi	bunyi
menjajakan	men jaja kan
diterlantarkan	di terlantar kan
bagian	bagi an
kendaraannya	kendara an nya
berkeinginan	ber ke ingin an
terbelit	ter belit
membatasinya	men batas i nya
hubungannya	hubung an nya
tebus	tebus
meminjam	men pinjam
ruangnya	ruang nya
waktu	waktu
desanya	desa nya
modern	modern
bodohnya	bodoh nya
payudara	payudara
matematikanya	matematika nya
pengadu	pen adu
aula	aula
partai	partai
mengidentifikasi	men identifikasi
ukurannya	ukur an nya
enak	enak
buang	buang
terbuat	ter buat
kamera	kamera
tangkapannya	tangkap an nya
variasi	variasi
bayarkan	bayar kan
berkilauan	ber kilau an
sensitif	sensitif
memperbesar	men besar
bernegara	ber negara
menggerus	men gerus
terkepung	ter kepung
serumit	se rumit
menerjemahkan	men terjemah kan
lahannya	lahan nya
mengurut	men urut
ulah	ulah
sisi	sisi
meramalkan	men ramal kan
menandai	men tanda i
defisit	defisit
dipanggang	di panggang
menapaki	men tapak i
menumpuk	men tumpuk
corak	corak
pilihnya	pilih nya
dimapankan	di mapan kan
tangan	tangan
tabel	tabel
dokumenter	dokumenter
mengikisnya	men kikis nya
pembubaran	pen bubar an
beratnya	berat nya
artikel	artikel
nyatanya	nyata nya
berbatasan	ber batas an
dikhususkan	di khusus kan
penegakan	pen tegak an
mungil	mungil
mengampuni	men ampun i
antardesanya	antar desa nya
pulau	pulau
dirinci	di rinci
paket	paket
bijaksana	bijaksana
giat	giat
memediasi	men mediasi
lingkaran	lingkar an
sukar	sukar
pengenal	pen kenal
bubur	bubur
menyangga	men sangga
sedarah	se darah
menyebarnya	men sebar nya
pipi	pipi
berupaya	ber upaya
mengandung	men kandung
diterjemahkan	di terjemah kan
kenangan	kenang an
kendalikan	kendali kan
badannya	badan nya
tersulit	ter sulit
rumit	rumit
memanjakan	men manja kan
dipersalahkan	di per salah kan
pantai	pantai
belajar	belajar
bergaul	ber gaul
dikepalai	di kepala i
dilatarbelakangi	di latarbelakang i
memburuknya	men buruk nya
erat	erat
pembahasan	pen bahas an
dikoordinasi	di koordinasi
ditegur	di tegur
kegemaran	ke gemar an
lokasi	lokasi
tujuannya	tuju an nya
melengkapinya	men lengkap i nya
membayarnya	men bayar nya
koperasinya	koperasi nya
terhebat	ter hebat
sepele	sepele
dasawarsa	dasawarsa
penyaliban	pen salib an
menunjukkan	men tunjuk kan
berkesimpulan	ber ke simpul an
berkeluarga	ber keluarga
taman	taman
residual	residual
dikehendaki	di kehendak i
tanamnya	tanam nya
diperbolehkan	di per boleh kan
lawannya	lawan nya
adam	adam
penginjilan	pen injil an
berkelanjutan	ber ke lanjut an
beresiko	ber resiko
terpecahkan	ter pecah kan
kecolongan	kecolongan
mencampuri	men campur i
merinci	men rinci
didasarkan	di dasar kan
antardaerah	antar daerah
mengadakan	men ada kan
kentang	kentang
asalkan	asal kan
reaktor	reaktor
membagikannya	men bagi kan nya
dikoordinasikan	di koordinasi kan
saudaramu	saudara mu
sadar	sadar
infrastruktur	infrastruktur
kejatuhannya	ke jatuh an nya
pulih	pulih
bergemuruh	ber gemuruh
tinju	tinju
menyerang	men serang
aparatur	aparatur
berpengetahuan	ber pengetahuan
mulia	mulia
mengidentifikasikan	men identifikasi kan
iklan	iklan
bernuansa	ber nuansa
opsi	opsi
ditempel	di tempel
ketuanya	ketua nya
mengkritik	men kritik
merehabilitasi	men rehabilitasi
dilanjutkannya	di lanjut kan nya
gubernur	gubernur
mencakupi	men cakup i
pelanggaran	pen langgar an
tonggak	tonggak
investasi	investasi
penampilan	pen tampil an
superior	superior
dites	di tes
dekatnya	dekat nya
loncatan	loncat an
naik	naik
beraktivitas	ber aktivitas
jatah	jatah
dimodifikasi	di modifikasi
jangkau	jangkau
meratapi	men ratap i
memberinya	men beri nya
tabung	tabung
mencegah	men cegah
kerabat	kerabat
disertifikasi	di sertifikasi
melacak	men lacak
landas	landas
sekretariat	sekretariat
menikahinya	men nikah i nya
meratanya	men rata nya
semang	semang
ditingkatkan	di tingkat kan
pemulihan	pen pulih an
menko	menko
terpahat	ter pahat
menanggapi	men tanggap i
agung	agung
mengawasinya	men awas i nya
bajakan	bajak an
kanannya	kanan nya
niatan	niat an
dengarkan	dengar kan
unggas	unggas
juruselamat	juruselamat
anehnya	aneh nya
operasionalnya	operasional nya
permusuhan	per musuh an
terjangkit	ter jangkit
masehi	masehi
kunjungannya	kunjung an nya
pengemis	pen kemis
antarpemerintahan	antar pen perintah an
mencabuti	men cabut i
simpanan	simpan an
pikir	pikir
distorsi	distorsi
dicabut	di cabut
